2025-03-14 00:58:29,863 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /mnt/c/Users/Asus/Desktop/Pastas/clonesd2324/sd2023_2024/apache-zookeeper-3.5.9-bin/bin/../conf/zoo.cfg
2025-03-14 00:58:29,873 [myid:] - INFO  [main:QuorumPeerConfig@388] - clientPortAddress is 0.0.0.0:2181
2025-03-14 00:58:29,873 [myid:] - INFO  [main:QuorumPeerConfig@392] - secureClientPort is not set
2025-03-14 00:58:29,876 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2025-03-14 00:58:29,876 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2025-03-14 00:58:29,877 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2025-03-14 00:58:29,878 [myid:] - WARN  [main:QuorumPeerMain@125] - Either no config or no quorum defined in config, running  in standalone mode
2025-03-14 00:58:29,882 [myid:] - INFO  [main:ManagedUtil@45] - Log4j 1.2 jmx support found and enabled.
2025-03-14 00:58:29,891 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /mnt/c/Users/Asus/Desktop/Pastas/clonesd2324/sd2023_2024/apache-zookeeper-3.5.9-bin/bin/../conf/zoo.cfg
2025-03-14 00:58:29,893 [myid:] - INFO  [main:QuorumPeerConfig@388] - clientPortAddress is 0.0.0.0:2181
2025-03-14 00:58:29,894 [myid:] - INFO  [main:QuorumPeerConfig@392] - secureClientPort is not set
2025-03-14 00:58:29,894 [myid:] - INFO  [main:ZooKeeperServerMain@118] - Starting server
2025-03-14 00:58:29,898 [myid:] - INFO  [main:FileTxnSnapLog@115] - zookeeper.snapshot.trust.empty : false
2025-03-14 00:58:29,909 [myid:] - INFO  [main:Environment@109] - Server environment:zookeeper.version=3.5.9-83df9301aa5c2a5d284a9940177808c01bc35cef, built on 01/06/2021 19:49 GMT
2025-03-14 00:58:29,910 [myid:] - INFO  [main:Environment@109] - Server environment:host.name=LAPTOP-H3NQ49CR.
2025-03-14 00:58:29,910 [myid:] - INFO  [main:Environment@109] - Server environment:java.version=21.0.6
2025-03-14 00:58:29,910 [myid:] - INFO  [main:Environment@109] - Server environment:java.vendor=Ubuntu
2025-03-14 00:58:29,911 [myid:] - INFO  [main:Environment@109] - Server environment:java.home=/usr/lib/jvm/java-21-openjdk-amd64
